사업코드,시군구읍면동 명칭,공사시 생활폐기물 발생량,운영시 생활폐기물 발생량,생활폐기물 발생량,건설폐기물 처리현황_매립,건설폐기물 처리현황_소각,건설폐기물 처리현황_재활용,사업장배출시설계 폐기물의 처리 현황_매립,사업장배출시설계 폐기물의 처리 현황_소각,사업장배출시설계 폐기물의 처리 현황_재활용,사업장배출시설계 폐기물의 처리 현황_해역배출,사업장 지정 폐기물의 처리 현황_매립,사업장 지정 폐기물의 처리 현황_소각,사업장 지정 폐기물의 처리 현황_재활용,사업장 지정 폐기물의 처리 현황_기타,생성일,수정일,사용여부
ME2009E001,안산시,,,,88.7,14.6,1681.6,,,,,19185.1,38991.4,104969.8,17297.5,,,Y
GG2009B003,청주시,60.8,,,0.5,66.4,3100.5,801.8,1179.5,4476.3,26.5,29347.4,10898.5,84976.8,16791.2,,,Y
HG2009C001,평택시,,,,5.3,12.3,1252.5,160.7,122,314.4,31.6,7141.5,22999.4,55932.3,16468.5,,,Y
HG2008A010,평택시,115.7,,,5.2,12.2,1252.5,,,,,7141.5,22999.4,55932.3,16468.5,,,Y
ME2008A087,화성시,201.9,13.3,,0,0,1418,88,115.1,357.2,279.1,14577,23559.3,63590.9,16041.5,,,Y
ND2016B001,울산광역시,,,1449300,21.8,80.7,4630.3,1262.7,534.6,3644.6,318.3,135743.1,94579.1,182046.5,14769.3,,,Y
WJ2009E001,춘천시,,,,0,5,898.5,,,,,0,0,6762,14736,,,Y
YS2008A004,광양시,28.8,,,4.4,3.4,492.6,140.5,34.7,12537.8,15.5,34225.9,6443.8,13032.2,13999.2,,,Y
ME2007A190,대구광역시,,,,6.1,19.7,5630.8,,,,,10835.1,6633.6,52557.9,13142.2,,,Y
ME2014C008,울산광역시,,,,110.6,21.3,6547.1,1196.9,531.7,3494.5,766.6,119132.8,91967.2,185685,11973.3,,,Y
ME2013C015,울산광역시,,,,110.6,21.3,6547.1,1196.9,531.7,3494.5,766.6,119132.8,91967.2,185685,11973.3,,,Y
ME2007E001,음성군,,,,,4,14.8,,,,,101.2,1858.8,3709.2,11064,,,Y
GG2008B012,천안시,161.92,,,0.1,20.6,1676,84.7,88.6,148.8,17.9,1726.7,6446.1,69704.2,10441.2,,,Y
ND2008A004,울산광역시,,,,12,63.4,2890.2,,214.6,2787.5,1410.9,856.4,1617.8,5428.9,10231.1,,,Y
ND2009E003,울산광역시,,,,119.4,57.3,5138.5,1415.2,263.4,3055,917,81677.3,156773.3,135854.3,10224.4,,,Y
ME2008A088,울주군,,,,44.8,22.3,1106.9,796.7,44.9,784,402.2,81677.3,156773.3,135854.3,10224.4,,,Y
ND2009E001,울산광역시,21,,,119.4,57.3,5138.5,1415.2,263.4,3055,917,156773.3,81677.3,135854.3,10224.4,,,Y
GG2009B009,공주시,52.15,,,,1.5,401.2,1.9,3.8,4.9,1.6,3808,516.5,1058.6,10125,,,Y
HG2008D001,인천광역시,,,,192.2,73.9,10175.9,3087.6,615.6,4744.6,221.7,100094.7,29421,133979.6,9932.6,,,Y
ME2013C015,울산광역시 남구,54.8,25.9,,15.5,5.6,2474.1,521,111.1,1502.5,333.2,15738.9,58322.8,104949.8,9156.1,,,Y
WJ2008B005,음성군,125.35,,,,0.2,384.3,16.5,78.5,145.9,1.9,1083.3,2629,8551,8839,,,Y
HG2007A019,인천광역시,,,,712.9,60.1,7461.2,1845.4,207,4901,284.7,136225.3,21853.8,121146,8569.1,,,Y
GG2013B009,청원군,56.68,,,0.4,9.1,1627.7,178.9,849.7,850.1,11.8,5514.3,5836,22495.4,7695.2,,,Y
ND2008B013,울산광역시,129.6,7722,,,,,383.5,233.4,750.3,2044.6,26148.7,85899.1,123048.6,7319.6,,,Y
ND2008E001,울산광역시,138.6,,,94.9,49.6,4700.9,383.5,233.4,750.3,2044.6,26148.7,55699.1,123048.6,7319.6,,,Y
ND2006A007,울산광역시,,,,12,63.4,2890.2,,,,,27152.9,103288.6,127183.5,7257.4,,,Y
ND2009E001,남구,25.41,,,1.1,1.6,764.5,501,62.3,1772.8,442.9,4034.1,56718.1,73239.2,7111.3,,,Y
ND2009E003,남구,124.63,,,1.1,1.6,764.5,501,62.3,1772.8,442.9,56718.1,4034.1,73239.2,7111.3,,,Y
HG2015D001,인천광역시 서구,,,,88.4,15.5,2911.3,,,,,39627.8,11746.7,31303.6,6930.1,,,Y
ND2007A006,진주시,8.9,,,,,726.7,14.2,14.4,10.6,,4564.1,744.8,8552.1,6760,,,Y
HG2005D002,평택시,,,,0.3,12.9,972.1,,,,,4273.7,7155.9,36476.6,6710.5,,,Y
HG2016D001,평택시,,,,5.1,15.3,2804.2,,,,,12649,23852,116149,6647,,,Y
ME2009B004,포항시,112.9,,,164.7,19.2,2165,726.9,87.3,18258.6,54.2,77599.8,16616.2,132893.3,6368,,,Y
ME2009D001,포항시,68.6,,,164.7,19.2,2165,726.9,87.3,18258.6,54.2,77599.8,16616.2,132893.3,6368,,,Y
ND2007D004,부산광역시,,,,158.5,43.4,11806.3,,,,,54729.6,52834.1,91897.4,6338.6,,,Y
ME2012E010,청원군,139.7,33,,0.1,9.3,1227.1,,,,,5345.4,4471.1,17096.9,6294.3,,,Y
ND2011D003,울산광역시,,,,22.5,76.6,4400.7,653.5,269.9,3154.1,914.5,59437.6,87061.3,142670.4,6208.7,,,Y
WJ2008D001,강릉시,,,,,0.2,619.1,,,,,9213.5,723.7,5384.7,5760,,,Y
HG2009B015,안성시,175,1445,,11.7,4.1,698.7,49.8,14.9,180.3,20.8,494.9,1299.9,7460.8,5697.2,,,Y
HG2009B007,안성시,175,6857.25,,11.7,4.1,698.7,49.8,14.9,180.3,20.8,494.9,1299.9,7460.8,5697.2,,,Y
ME2009A002,인천광역시,,,,467.1,62.8,7869.7,645.4,230.1,2076.4,40,151303.3,30954.1,121476.5,5680.8,,,Y
ND2016B001,울산광역시 울주군,0.975,,,4.5,36.7,1366.8,558.1,93.1,1067.5,240,115380,21008.6,46642.8,5646.1,,,Y
GG2008B002,서산시,101.4,26823,,,,,21.4,5.5,52.7,16.7,4067,6176.9,25922.6,5586.6,,,Y
GG2008B013,서산시,109,,,0.3,12,517.9,21.4,5.5,52.7,16.7,4067,6176.9,25922.6,5586.6,,,Y
DG2009I002,구미시,,,,27,11.2,1656.3,,,,,2471.6,14041.3,234816.6,5038.8,,,Y
ND2011D003,남구,,,,4.8,4.6,1042.5,368.6,52.6,1500.8,578.4,17463.2,63529,77463.2,4988.8,,,Y
GG2010I002,대전광역시,21.4,,,78.5,119.1,5813.5,,,,,8567.6,12746.1,32062.9,4794.7,,,Y
GG2014B002,아산시,70.85,,,0.3,10.8,1550,94.5,85.2,987.8,0.5,9316.8,9425,169250.9,4679.1,,,Y
GG2011B001,청원군,77.29,,,0.4,2.2,859.3,,,,,5285.6,4769.4,11936.6,4439.7,,,Y
ME2012E009,천안시,1253,,,1.9,7.3,1783.7,161.4,154.9,609.9,32.3,4062.1,7133.3,86703.1,4434.8,,,Y
GG2012B003,천안시,75.8,,,1.9,7.3,1783.6,161.4,154.9,609.9,32.3,4062.1,7133.3,86703.1,4434.8,,,Y
GG2014A002,천안시,67.2,,,0.7,7.2,1798.9,211.2,155.4,903.7,19.2,4062.1,7133.3,86703.1,4434.8,,,Y
HG2012A001,인천광역시,22.71,7482.72,,219.9,82.6,9772,,,,,30515.2,8411.8,30380.5,4262.4,,,Y
DG2015B002,대구광역시,30.3,33967.2,,52.5,35.8,5819.2,793.4,24.7,1579.7,123.6,26886.2,11876.6,96145.6,4210.2,,,Y
DG2015B001,대구광역시,38.5,13055.2,,52.5,35.8,5819.2,793.4,24.7,1579.7,123.6,26886.2,11876.6,96145.6,4210.2,,,Y
DG2015B007,대구광역시,226.6,,,52.5,35.8,5819.2,793.4,24.7,1579.7,123.6,26886.2,11876.6,96145.6,4210.2,,,Y
ND2010B004,양산시,148.5,2115,,3.2,10.6,1360.8,32,60.3,285,63.9,1293.2,22026.8,31624.4,4063.8,,,Y
ME2012E009,아산시,619,,,1,38.3,878.2,42.2,88.2,1024.6,3.3,2236.5,6537.4,72068.9,3873.8,,,Y
ND2015B003,울산시 울주군,94.8,,,5,9.8,1350.2,442.7,60.3,1038.9,401.7,110280.3,18816.8,43210.7,3821.6,,,Y
ND2012B008,함안군,11.13,1107.7,,0,0.2,507.9,103.1,26.9,884.4,24.4,15811.8,1068.4,22436.9,3388.7,,,Y
ND2012B010,함안군,7.95,823.1,,,0.2,507.9,103.1,26.9,884.4,24.4,15811.8,1068.4,22436.9,3388.7,,,Y
ME2003E015,고령군,17.7,,,,0.6,242.5,1.9,1.6,254.2,1.5,186.1,2041.2,9017.5,3348.3,,,Y
JJ2010B002,완주군,78.65,7227.83,,0.1,5.8,70.5,11.5,12.3,227.3,20,10734,10535,17696.1,3322.9,,,Y
JJ2014I001,군산시,,,,0.3,1.1,1058.1,,,,,8214.8,10088.9,11309.9,3248.8,,,Y
GG2011B008,연기군,280.98,,,0.5,18.8,1949.1,63.7,18.2,256.1,3.9,951.7,345.5,5281.1,3201,,,Y
HG2012I003,음성군,,,,,31.1,628.5,,,,,408.7,1437.9,5802.2,2978.7,,,Y
ND2013B007,김해시,123.6,,,0.2,24.1,1375.5,55.6,55.8,985.9,60.6,2982.3,10472.8,27563.6,2854.2,,,Y
ND2010B024,김해시,117.8,601.9,,0.2,24.1,1375.5,55.6,55.8,985.9,60.6,2982.3,10472.8,27563.6,2854.2,,,Y
ND2013B015,김해시,35.4,,,0.2,24.1,1375.5,55.6,55.8,985.9,60.6,2982.3,10472.8,27563.6,2854.2,,,Y
ND2013B017,김해시,8,151.6,,0.3,24,1375.5,5.1,55.8,296.3,60.6,2982.3,10472.8,27563.6,2854.2,,,Y
ND2014B004,김해시,119.5,,,1.4,11,1189.2,72.1,31.8,1086.4,13.8,2982.3,10472.8,27563.6,2854.2,,,Y
ND2014E003,김해시,,,,1.4,11,1189.2,,,,,2982.3,10472.8,27563.6,2854.2,,,Y
ME2008A086,김해시,49,1578.72,,,4.6,1350.9,,,,,1862.4,6018,10887.1,2795.4,,,Y
GG2014B009,천안시,36.5,,,0.7,7.2,1798.9,211.2,155.4,903.7,19.2,3088.8,7451,75346.6,2789.4,,,Y
HG2013A007,평택시,37,7595.6,,1.2,23.8,3330.2,203.2,107.6,904.4,96.5,7639.5,14482.4,55119.7,2739.5,,,Y
GG2005A011,청주시,47.9,,,,1.1,511.6,47.5,121.5,347.2,124.9,1354.1,2496.7,13864.9,2683,,,Y
HG2014E005,평택시,,,,2.6,3.5,2053.7,,,,,4685.5,11987.7,31162.1,2625.7,,,Y
HG2011Z003,화성시,12.16,81.28,,18.5,39.5,2195.5,,,,,4396.2,17025.3,65453.3,2608.5,,,Y
HG2011D001,평택시,37.73,,,22.5,26.4,1999.6,83.3,206.1,429.2,67.7,5683.2,8156.3,60903.2,2596.7,,,Y
HG2010B009,평택시,,,,20,18.3,1205.9,159.4,123.9,325.5,51.3,5683.2,8156.3,60903.2,2596.7,,,Y
ME2014C008,울산광역시 울주군,37.23,,,6.6,9.6,1795.1,591.1,166.7,1010.4,432.9,98450.5,16622.1,51825.9,2596.3,,,Y
GG2010B015,청원군,11.8,2355.12,,0.2,2,552.6,534.4,309.8,313.9,55.5,2570.9,4710.3,21598.6,2408.9,,,Y
GG2010E003,청주시 청원군,,,,0.2,2,552.6,534.4,309.8,313.9,55.5,4710.3,2570.9,21598.6,2408.9,,,Y
ME2011E005,경주시,,,,9.4,9.5,1173.5,36.6,29.7,403.6,50.2,1770.4,6330,5453.1,2373.5,,,Y
DG2011E001,경주시,274.6,,,9.4,9.5,1173.5,36.6,29.7,403.6,50.2,6330,1770.4,5453.1,2373.5,,,Y
ME2007A189,서울특별시,,,,913.3,44.3,18117.2,155.2,51.1,736.5,1129.8,8221.8,17458.5,26998.4,2351.5,,,Y
GG2014B008,대전광역시,25,,,120.5,24.3,3279.5,369.7,654.9,727.8,0.6,11897.7,13146,19595.7,2339.3,,,Y
ND2007A008,부산광역시,,,,7.3,57.5,8718.1,497.7,125.3,1465.6,791,68838.4,16232.4,152148.5,2297.3,,,Y
HG2014B001,화성시,19.1,,,7,25.9,3172.2,194.1,105.5,746.7,26.8,6870.6,17399.7,60254.2,2284,,,Y
ME2014D001,화성시,,,,7000,25900,3172200,194.1,105.5,746.7,26.8,6870.6,17399.7,60254.2,2284,,,Y
HG2014E005,화성시,,,,14.4,52.3,3575.9,,,,,6870.6,17399.7,60254.2,2284,,,Y
HG2014E002,화성시,45,,,7,25.9,3172.2,194.1,105.5,746.7,26.8,17399.7,6870.6,60254.2,2284,,,Y
GG2013B010,세종특별자치시,35.8,,,38.5,35.4,2605.7,192.3,173.4,396.5,10.6,8597.5,2796.7,12104.7,2260.7,,,Y
ME2014C013,화성시,249.1,76.6,,7,25.9,3172.2,194.1,105.5,746.7,26.8,21200.7,10200.7,80206.8,2238.7,,,Y
GG2013B002,대전광역시 동구,127,1822,,9.2,2.9,1095.2,4.7,1.9,0.7,0,10821.8,12979.9,17485.4,2191.9,,,Y
ME2011C009,군산시,203,105.9,,0.8,1.7,1242,280,46.9,1413.4,182.8,32026.4,8475.9,24367.1,2177.3,,,Y
ME2013C011,군산시,203,105.9,,0.8,1.7,1242,280,46.9,1413.4,182.8,32026.4,8475.9,24367.1,2177.3,,,Y
ME2013C017,군산시,87,71.3,,0.8,1.7,1242,280,46.9,1413.4,182.8,32026.4,8475.9,24367.1,2177.3,,,Y
ME2007E001,이천시,,,,7.2,3,307,,,,,130.5,2075.2,6569.5,2133.3,,,Y
HG2012I003,이천시,,,,,0.1,869.6,,,,,733.2,1464.3,16262,2132.8,,,Y
HG2012I001,이천시,,,,,0.1,869.6,,,,,733.2,1464.3,16262,2132.8,,,Y
ME2011A003,이천시,43.2,,,,0.1,869.6,52.8,29.8,550.7,35.5,1464.3,733.2,16262,2132.8,,,Y
ND2011B016,함안군,3.7,2096.7,,0.5,0.5,494.7,80.2,29.3,507,24.6,12210.4,1099.6,19363.9,2130.6,,,Y
GG2012B004,공주시,25,,,0.1,1.2,850,22.8,22.3,97.1,27.2,1120.1,693.3,6266.3,2097.2,,,Y
HG2012B004,평택시,123.2,,,1.2,4.3,2140.2,137.1,171.1,451.3,76.1,2150.8,11169.6,46688,2074.2,,,Y
ME2012E001,울주군,,,,15,14.8,1617.2,300.3,60.6,1176.1,319.2,10846.4,36543,37814.8,2042.7,,,Y
ND2012B012,울산광역시 울주군,40.3,,,15000,14800,1617200,300.3,60.6,1176.1,319.2,36543,10846.4,37814.8,2042.7,,,Y
ND2014B006,울산광역시 울주군,45.32,642.4,,9.3,16,1291.5,387.4,136.7,1225.3,401.5,37491.2,11373.8,46817.5,2020.7,,,Y
ME2014C004,울산광역시 울주군,52.53,14.42,,9.3,16,1291.5,387.4,136.7,1225.3,401.5,37491.2,11373.8,46817.5,2020.7,,,Y
YS2013E001,광양시,93.89,,,222.6,6.3,919.4,494.4,64.9,21283.8,8.9,9748.3,36519.6,3357.6,1958.5,,,Y
YS2013B001,광양시,83.24,,,222.6,6.3,919.4,494.4,64.9,21283.8,8.9,36519.6,9748.3,3357.6,1958.5,,,Y
HG2010B010,화성시,49.5,7832.6,,9,0.3,261,96.1,136.6,483.5,324.7,3695.5,12229.3,35979.5,1949.2,,,Y
HG2015A005,광주시,8.6,2581.29,,2,0.9,755.9,53.3,35.9,186.2,,517.5,643,2373.4,1946,,,Y
ND2009B012,부산광역시 강서구,130.8,4989.7,,0.2,7,1231.2,38.8,1.3,3.9,65.2,12262.3,5780.5,73486.6,1885.5,,,Y
ND2009B032,부산광역시 강서구,130.8,4989.7,,0.2,7,1231.2,38.8,1.3,3.9,65.2,12262.3,5780.5,73486.6,1885.5,,,Y
ND2012B003,부산광역시 강서구,88.19,,,0.2,7,1231.2,161.5,14.7,353.7,2.6,12262.3,5780.5,73486.6,1885.5,,,Y
DG2011B006,영덕군,218.7,,,0.25,0.09,442.22,6.1,6.8,43.5,13.4,460.9,231.3,94.9,1866.8,,,Y
ME2009A009,청원군,51.94,24321.03,,,,456.8,486.3,282.4,286.4,27.7,5486.5,6924.4,25710.1,1828.2,,,Y
GG2009I004,청원군,,,,,8.6,672.7,,,,,5486.5,6924.4,25710.1,1828.2,,,Y
GG2009I005,청원군,,,,,8.6,672.7,,,,,5486.5,6924.4,25710.1,1828.2,,,Y
ME2015E001,군산시,,,,0,2.1,1278.7,,,,,16624.4,8896.1,49407.6,1780.8,,,Y
GG2012A003,천안시,162,6091.8,,1.2,7.4,1754.3,128.7,102.3,675.2,152.6,,,,1762.4,,,Y
HG2010B008,평택시,101.6,,,22.5,26.4,1999.6,88.3,206.1,429.2,67.7,4039.7,8222,35658.5,1745.8,,,Y
HG2011B004,평택시,58.8,3643.3,,22.5,26.4,1999.6,83.3,206.1,429.2,67.7,4039.7,8222,35658.5,1745.8,,,Y
HG2011B008,평택시,12.34,1296.4,,22.5,26.4,1999.6,83.3,206.1,429.2,67.7,4039.7,8222,35658.5,1745.8,,,Y
HG2015B003,용인시,27.5,,,0,14.2,2419.1,144,256.2,496.9,3.2,6200.7,4462.4,27837,1720.9,,,Y
ND2008B001,창원시,76.8,,,9.8,3.8,1598.2,284.3,377.4,1308.2,22.8,18250.4,17530,57366.6,1704.8,,,Y
HG2015B002,화성시,,,,15.1,18.9,4180.4,214.8,111.7,886.8,7.8,9840.5,21057.3,95732.4,1650,,,Y
HG2015B005,화성시,34.602,,,15.1,18.9,4180.4,214.8,111.7,886.8,7.8,9840.5,21057.3,95732.4,1650,,,Y
DG2011B004,포항시,187,,,61.3,14.2,1972.6,2456.4,143.6,15545.5,77.1,59134.9,14083.7,121765.9,1648.9,,,Y
DG2011D003,포항시,,,,61.3,14.2,1972.6,2456.4,143.6,15545.5,77.1,59134.9,14083.7,121765.9,1648.9,,,Y
ND2015B023,부산광역시,,,,176.1,25.1,9354.4,809.4,74.4,2368.7,19.2,70170,25166.7,173227.9,1646.2,,,Y
YS2015B006,여수시,136,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B005,여수시,136,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B003,여수시,136,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B011,여수시,,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B012,여수시,46.2,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B013,여수시,46.2,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
YS2015B014,여수시,46.2,,,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,5311.4,43409.1,119638.6,1623.8,,,Y
ND2015B001,함안군,166.86,,,0,0.4,562,120.7,31.7,706.1,28,8673.8,1355.4,39367.9,1582.5,,,Y
ND2014B008,함안군,166.86,,,0,0.4,562,120.7,31.7,706.1,28,8673.8,1355.4,39367.9,1582.5,,,Y
WJ2013B001,음성군,45.9,56729.74,,0,2.4,874,,,,,785.5,2686.2,15468.8,1574.7,,,Y
WJ2013B003,음성군,111.18,,,,2.3,874,72,58.5,295.5,0,785.5,2686.2,15468.8,1574.7,,,Y
ME2014C003,전주시,18,17,,0.2,4.1,1227.5,155.7,976.9,321.4,,6115.7,2442.2,7305.7,1562.3,,,Y
JJ2015B001,전주시,133.2,,,0,4.1,1227.5,155.7,976.9,321.4,0,6115.7,2442.2,7305.7,1562.3,,,Y
JJ2014I001,전주시,,,,0.2,4.1,1277.5,,,,,6115.7,2442.2,7305.7,1562.3,,,Y
GG2010E003,청주시,,,,43.8,62.1,1333.3,22.1,85.5,351.2,90.8,3518.3,1559.1,26408.3,1541.8,,,Y
GG2009I004,청주시,,,,0.2,40.6,1819.9,,,,,793.8,3452.2,23405.7,1532.8,,,Y
HG2012I002,용인시,,,,1.3,11,3066.6,162.8,161.2,355.7,115.6,2184.9,3189.4,23174.7,1524.8,,,Y
ME2009A002,서구,,,,92.1,1.7,1216.2,418.8,163.1,2956,15.4,41075.8,7420.8,22054.3,1524.3,,,Y
ME2012C006,군산시,115.2,72,,0.5,0.9,846.9,257.6,46.1,1295.7,182.6,24384.9,7733.7,20794.4,1502.6,,,Y
JJ2013I001,군산시,,,,0.8,1.7,1242.1,,,,,24384.9,7733.7,20794,1502.6,,,Y
HG2008A002,용인시,48.64,6618.4,,5.1,33.6,2263.9,5.6,402.1,248.2,38.5,12452,9652.2,23911.7,1490.1,,,Y
HG2008A009,용인시,29.5,7354.9,,5.1,33.6,2263.9,5.6,402.1,248.2,38.5,12452,9652.2,23911.7,1490.1,,,Y
JJ2015A001,익산시,33.66,,,0.1,3.9,1335.8,177.8,47.3,786.3,87.8,4277.7,11598.8,13741.4,1457.3,,,Y
GG2009B006,공주시,232.78,,,0,0.4,459.9,1.9,2.6,3,0,2057.1,173.9,1478,1435.6,,,Y
ND2015B019,함안군,170.98,,,0.1,1.6,748.3,94.7,76.4,617.9,29.5,7020.9,1493.3,37812.6,1367.9,,,Y
DG2015E002,영주시,36.5,10.64,,0,0.6,625.2,5.8,3,108.7,,940.6,36.5,3752.1,1367.6,,,Y
ND2008B013,울주군,129.6,7722,,,,,41.4,28.1,27.3,1340,23639.3,6885.8,23684.1,1367.2,,,Y
ND2007D004,부산광역시 강서구,,,,,4.7,1602.4,,,,,117.8,9465.5,53889.1,1356.3,,,Y
HG2005D002,화성시,,,,5,3.5,2118,,,,,3874.6,7316.4,27391.8,1352.3,,,Y
ND2015B023,부산광역시 강서구,40.05,,,1.2,7,1177.5,114,10,425,4.4,25715.8,8163,74464.3,1348.2,,,Y
ME2013D002,경주시,,,,2500,16800,1329700,28.8,33.3,478.9,50.6,1801.6,9041.8,10864.8,1335.6,,,Y
ND2013B008,양산시,185.4,2749,,0.9,2,788.9,,,,,4024.4,12930,25470.4,1304.9,,,Y
ND2016B002,양산시,91.8,2075.08,,0.9,2,788.9,172.2,51.6,298.4,12.2,4024.4,12930,25470.4,1304.9,,,Y
ND2015B022,양산시,59.2,443.1,,2.3,3,754.6,107.6,91.3,528.5,28.1,5587.4,9130.5,30907.5,1302,,,Y
ND2015B018,부산광역시,,,,245.5,11.2,9473.7,560.9,90.8,2689.2,12.8,70312.2,19097.7,164999.3,1299.8,,,Y
GG2013B013,서산시,137.89,,,,51.9,969.6,153.1,16,201.6,4.6,3809,6155,22319,1244.2,,,Y
HG2012A004,의왕시,80.8,5904,,8.3,0.9,317.3,,,,,247,527.4,1362.6,1227.7,,,Y
ND2014E003,양산시,,,,3,10.2,1053.6,,,,,5245.9,7446.3,22547.1,1202.8,,,Y
ND2014B010,양산시,13.7,,,3,10.2,1053.6,115.5,72.6,300.3,19.5,7848.2,11323.7,31497.5,1179.1,,,Y
ME2011E005,울주군,,,,5.8,45.1,1657.2,213.2,61.4,831.1,335.3,36810.2,8451.7,33868.5,1177.8,,,Y
ND2011B011,울산광역시 울주군,199.8,,,5800,45100,1657200,213.2,61.4,831.1,335.3,36810.2,8451.7,33868.5,1177.8,,,Y
ND2011D003,울주군,,,,5.8,45.1,1657.2,213.2,61.4,831.1,335.3,36810.2,8451.7,33868.5,1177.8,,,Y
ND2010B023,부산광역시 강서구,99.5,,,2.5,19.7,778.2,214.4,13,196.6,51.2,14018.2,5482.6,54350,1162.2,,,Y
HG2006B004,화성시,946,,,,,,214.8,58.6,506.9,11.4,1130.7,1.2,14.5,1115,,,Y
GG2011B003,증평군,109,,,3,1.4,214.7,7.9,3.7,42.6,,113.8,112.9,4450.3,1110.9,,,Y
JJ2013I001,완주군,,,,,5.3,745,,,,,12818.5,11259.3,9587.6,1078.8,,,Y
DG2006E012,여수시,50,,,5.2,1.3,813.5,2094.3,91.9,1821.1,92.1,1532.3,60026.9,62798.6,1060.8,,,Y
ME2007A179,원주시,318.33,,,0.9,75.5,533.4,84.8,,85.3,,1040.2,2298.4,6432.4,1049,,,Y
WJ2007A002,원주시,211.9,3416.07,,0.8,75.5,533.4,,,,,1040.2,2298.4,6432.4,1049,,,Y
DG2011B001,포항시,251.32,,,46300,18800,2341500,,,,,65391.3,16020.4,143708.1,1037.1,,,Y
DG2010B006,포항시,1355.42,104.31,,46.3,18.8,2341.5,801.5,111.9,16802.8,72.1,65391.3,16020.4,143708.1,1037.1,,,Y
ND2012B005,기장군,82.4,,,11.5,2.3,522.6,5.8,20.9,14.5,3,821.6,1488.2,2475.1,1016.3,,,Y
ND2012B007,부산광역시 기장군,80.34,2690.2,,11.5,2.4,522.6,5.8,20.9,23,3.8,821.6,1429.2,2475.1,1016.3,,,Y
ND2012B002,부산광역시 기장군,59.91,,,11.5,2.4,522.6,5.8,20.9,23,3.8,821.6,1429.2,2475.1,1016.3,,,Y
ND2013D010,기장군,,,,11.5,2.3,522.6,,,,,821.6,1429.2,2475.1,1016.3,,,Y
ND2013D011,기장군,,,,11.5,2.3,522.6,,,,,821.6,1429.2,2475.1,1016.3,,,Y
ND2013D008,기장군,,,,11.5,2.3,522.6,,,,,821.6,1429.2,2475.1,1016.3,,,Y
HG2015B006,양주시,25.5,,,3,18,2044.5,263.8,117.7,510.6,34.4,3524.1,1552.4,3668.3,998.9,,,Y
ND2014A001,김해시,50.15,,,0.2,24.1,1375.5,55.6,55.8,985.9,60.6,1321,8130.9,25016.1,952.1,,,Y
ME2007C018,당진군,144.2,49,,0.6,5.9,363.2,883.7,66.2,3708.3,8.8,35834.1,3084.6,15960.1,915.6,,,Y
GG2007D001,당진군,42,,,0.6,5.9,363.2,883.7,66.2,3708.3,8.8,35834.1,3084.6,15960.1,915.6,,,Y
DG2013E002,김천시,19.8,,,0.9,3.2,527.3,85.3,40.6,162.5,16.4,976.9,8313.4,7918.2,900.3,,,Y
GG2008A012,대구광역시,196.52,,,45.2,62.9,3700.4,293.4,305.4,253.9,295.6,7814.1,9719.9,13036.2,863.3,,,Y
GG2013A003,천안시,37.84,,,1.9,7.3,1783.6,161.4,154.9,609.9,32.3,,,,857.8,,,Y
YS2006B005,포항시,27,6760,,377.2,11.9,3668.6,390.7,215.2,18269.7,53.1,42948.8,16039.8,162611,857.6,,,Y
ND2016E001,함안군,,,,0,2.9,688.9,139.9,32.3,838.4,18.6,7057.5,1693.5,35425.4,850.6,,,Y
ND2015B018,부산광역시 강서구,40.32,,,3.8,4.7,815.3,115.4,10.7,433.6,5,20674,7499.2,73147.6,827.1,,,Y
GG2012C001,당진시,98.88,,,0.6,25.1,1886.8,,,,,24292.9,5461.3,44562.3,818.2,,,Y
HG2014A001,의왕시,118.03,2902.9,,13.9,1.2,344.6,2,2.1,35.6,3.1,70.7,605.1,2538.5,788.5,,,Y
HG2013A008,의왕시,118.03,2902.9,,13.9,1.2,344.6,2,2.1,35.6,3.1,605.1,70.7,2538.5,788.5,,,Y
JJ2013I001,익산시,,,,,0.3,1153.3,,,,,3971,4603.3,25474.3,770.9,,,Y
ME2013C010,전주시,,21.2,,0.3,5,1372.8,162.2,969.6,318.8,0,1952.1,2617.2,9890.8,746.3,,,Y
ND2014B003,사천시,15.7,766.6,,0.3,0.1,557.8,,,,,1204.6,1413,1321.7,712.5,,,Y
ME2013C021,사천시,,,,0.3,0.1,557.8,32.1,28.9,126.4,3.2,1204.6,1413,1321.7,712.5,,,Y
ME2015C001,사천시,,,,0.3,0.1,557.8,32.1,28.9,126.4,3.2,1204.6,1413,1321.7,712.5,,,Y
DG2016E001,김천시,48.05,,,1.4,4.5,774.8,83.6,39.1,161.4,16,1338.7,8723.7,6247.3,710.7,,,Y
