사업코드,시군구읍면동 명칭,공사시 생활폐기물 발생량,운영시 생활폐기물 발생량,생활폐기물 발생량,건설폐기물 처리현황_매립,건설폐기물 처리현황_소각,건설폐기물 처리현황_재활용,사업장배출시설계 폐기물의 처리 현황_매립,사업장배출시설계 폐기물의 처리 현황_소각,사업장배출시설계 폐기물의 처리 현황_재활용,사업장배출시설계 폐기물의 처리 현황_해역배출,사업장 지정 폐기물의 처리 현황_매립,사업장 지정 폐기물의 처리 현황_소각,사업장 지정 폐기물의 처리 현황_재활용,사업장 지정 폐기물의 처리 현황_기타,생성일,수정일,사용여부
GG2011N003,사업지구,42.9,1498.5,,,,,,,,,,,,,,,Y
GG2011N003,진천군,,,82400,0.1,0.5,407.2,,,,,217.8,5190.3,17155,97.1,,,Y
JJ2010N001,사업지구,37.5,504.8,,,,,,,,,,,,,,,Y
JJ2010N001,남원시,,,112700,,6.9,355.8,1.4,1.2,14.4,18.8,,,,,,,Y
ME2010G010,사업지구,127,481.1,,,,,,,,,,,,,,,Y
ME2010G010,광주광역시,,,1480800,54.5,27.6,2870.3,162.7,57.4,414.6,10.1,,,,,,,Y
ME2010G010,광산구,,,324400,0.5,11.1,910.2,46.3,39.2,194.6,5.9,,,,,,,Y
GG2011F001,사업지구,56.1,75,,,,,,,,,,,,,,,Y
GG2011F001,보은군,,,43700,,0.2,209.3,7.2,2.8,8.5,,12.5,11.5,3,,,,Y
ND2010Q002,사업지구,39.2,,,,,,,,,,,,,,,,Y
ND2010Q002,김해시,,,785700,0.1,4.1,1524.8,59.8,18.8,983.3,86,1862.4,6018,10877.1,2795.4,,,Y
WJ2010N006,사업지구,135.2,269.1,,,,,,,,,,,,,,,Y
WJ2010N006,홍천군,,,73300,,0.1,323.4,2.7,21.5,80,54.2,,,,,,,Y
WJ2010N008,사업지구,33.8,5458.8,,,,,,,,,,,,,,,Y
WJ2010N008,고성군,,,31400,,,315.7,5.7,1,16.8,3.5,304.1,16.8,34.5,4.9,,,Y
YS2010A008,사업지구,38.71,35770,,,,,,,,,,,,,,,Y
YS2010A008,해남군,,,64000,,0.6,189.1,1450,,100,,697.5,113,5.7,,,,Y
YS2011F006,사업지구,15.5,103.39,,,,,,,,,,,,,,,Y
YS2011F006,장성군,,,23600,0.1,,529.1,,,,,,,,,,,Y
GG2017B010,세종특별자치시,,,,0.2,10.2,1557.1,238.6,188.2,537.9,3.3,7028.6,2667.5,13404.3,1845.7,,,Y
GG2017B010,사업지구,76,2960,,,,,,,,,,,,,,,Y
GG2010Q003,사업지구,21.6,,,,,,,,,,,,,,,,Y
GG2010Q003,공주시,,,136500,,,,,,,,,,,,,,Y
ME2011M003,사업지구,23.38,280000,,,,,,,,,,,,,,,Y
ME2011M003,창원시마산합포구,,,432600,0.1,5.9,1135.4,37.2,26.3,164.8,136.2,,,,,,,Y
ND2010N005,사업지구,101.2,618.68,,,,,,,,,,,,,,,Y
ND2010N005,거창군,,,50100,,,448,,,,,,,,,,,Y
HG2012N004,사업지구,222.6,994.2,,,,,,,,,,,,,,,Y
HG2012N004,여주군,,,219500,,,518.1,29,4.8,236.7,13.3,1225.3,375.4,655.1,222.9,,,Y
JJ2011K001,사업지구,20.5,841.5,,,,,,,,,,,,,,,Y
JJ2011K001,부안군,,,39800,1,1.1,333.7,,,,,,,,,,,Y
ND2012K001,사업지구,17.5,845.01,,,,,,,,,,,,,,,Y
ND2012K001,합천군,,,35300,,,438.1,4,1,22.2,,286.9,184.5,7,78,,,Y
HG2010Q001,사업지구,51.6,,,,,,,,,,,,,,,,Y
HG2010Q001,포천시,,,167000,,,,,,,,,,,,,,Y
YS2011N001,사업지구,34.6,447.5,,,,,,,,,,,,,,,Y
YS2011N001,담양군,,,45500,1.3,0.2,175,59.7,163,75.7,,,,,,,,Y
DG2011L002,사업지구,187.8,1817.4,,,,,,,,,,,,,,,Y
DG2011L002,영주시,,,171900,,,338.2,,,,,,,,,,,Y
DG2011L002,예천군,,,51600,,,433.9,,,,,,,,,,,Y
YS2008Q003,사업지구,12.7,,,,,,,,,,,,,,,,Y
YS2008Q003,화순군,,,46900,0.3,0.4,430.4,,,,,472.1,4.1,100.2,9.6,,,Y
JJ2011K003,사업지구,76.475,6344,,,,,,,,,,,,,,,Y
JJ2011K003,부안군,,,48800,,0.3,490.2,0.7,1.5,7.6,7.7,,,,,,,Y
ND2011Q002,사업지구,27.4,,,,,,,,,,,,,,,,Y
ND2011Q002,산청군,,,20000,1.4,,464.8,1,0.7,9.1,,121.3,18.7,116,13.5,,,Y
ME2010G009,사업지구,91.2,93.3,,,,,,,,,,,,,,,Y
ME2010G009,이천시,,,129800,,0.1,869.8,3.4,8.2,61.8,,,,,,,,Y
GG2011E006,사업지구,4.08,,,,,,,,,,,,,,,,Y
GG2011E006,대전광역시,,,1511100,252.8,67.6,4677.2,211,309.3,327.4,263.4,,,,,,,Y
ND2011Q003,사업지구,20.24,,,,,,,,,,,,,,,,Y
ND2011Q003,울산광역시,,,10605900,,,,653.5,269.9,3154.1,914.5,,,,,,,Y
ND2011Q003,울주군,,,3309700,,,,213.2,61.4,831.1,335.3,,,,,,,Y
GG2011O001,사업지구,98.1,,,,,,,,,,,,,,,,Y
GG2011O001,청주시,,,762200,0.4,19.2,1149.5,153.5,172.5,254,94.1,,,,,,,Y
GG2011O001,청원군,,,125800,0.3,2.4,859.2,183.5,871.9,714.5,13.3,,,,,,,Y
HG2017A001,광주시,,,292700,1.6,1.6,1220.8,52.5,35.4,141.1,0,,,,,,,Y
HG2017A001,사업지구,271.2,5553,,,,,,,,,,,,,,,Y
ND2011O001,사업지구,13.3,,,,,,,,,,,,,,,,Y
ND2011O001,창원시,,,532000,1,7.6,1779.8,268.6,138.9,1608.5,3.6,,,,,,,Y
ND2011O001,마산시,,,421900,0.2,3.3,1016.2,57,142.2,182.5,63.8,,,,,,,Y
ND2011O001,진해시,,,183500,0.5,1.3,751.5,16.4,7.4,83.1,18.3,,,,,,,Y
ND2011O001,통합창원시,,,,,,,,,,,25078.8,17821.3,66621.8,507.6,,,Y
ND2011N001,사업지구,5.32,25.35,,,,,,,,,,,,,,,Y
ND2011N001,함안군,,,1174200,,,,,,,,,,,,,,Y
GG2011O002,사업지구,33.3,6.65,,,,,,,,,,,,,,,Y
GG2011O002,보령시,,,102100,,,,1477.8,9.6,2037.1,5.6,685.8,724.4,393.1,20.6,,,Y
HG2012N002,사업지구,53.9,710.71,,,,,,,,,,,,,,,Y
HG2012N002,인천광역시,,,2396400,219.9,82.6,9772,135.8,79.9,3.7,,,,,,,,Y
HG2012N002,연수구,,,,,,,,,,,,,,,,,Y
ND2012K002,사업지구,51.8,1866,,,,,,,,,,,,,,,Y
ND2012K002,합천군,,,38900,,,502.4,,,,,,,,,,,Y
YS2012N002,사업지구,8.25,223.9,,,,,,,,,,,,,,,Y
YS2012N002,영암군,,,39700,0.3,2.4,622.8,74.6,336.2,985,0.6,622.9,2760.5,1811.4,1903.9,,,Y
WJ2011N005,사업지구,121.9,318.5,,,,,,,,,,,,,,,Y
WJ2011N005,충주시,,,191300,0.2,2.1,996.4,10.2,9.1,398.6,,,,,,,,Y
JJ2012K001,사업지구,4.6,11248,,,,,,,,,,,,,,,Y
JJ2012K001,군산시,,,245600,,,479.5,,,,,,,,,,,Y
ME2011G002,사업지구,213.3,,,,,,,,,,,,,,,,Y
ME2011G002,평창군,,15.8,178000,,,566.7,7.1,0.1,31.8,,135.6,,2.8,0.3,,,Y
ME2011G002,강릉시,,5.9,311100,0.3,0.1,1071.1,23.7,,647.3,24,498.7,1104.6,2619.7,819.6,,,Y
WJ2011Q005,사업지구,55.2,,,,,,,,,,,,,,,,Y
WJ2011Q005,평창군,,,178000,,,566.7,,,,,,,,,,,Y
HG2012N006,사업지구,138.69,1146.4,,,,,,,,,,,,,,,Y
HG2012N006,이천시,,,203200,,0.1,869.6,,,,,,,,,,,Y
HG2012N006,여주군,,,219500,,,518.1,,,,,,,,,,,Y
ND2011E005,사업지구,56.4,38.95,,,,,,,,,,,,,,,Y
ND2011E005,통영시,,,192900,0.1,0.2,427.6,21.7,39,286.5,2.5,,,,,,,Y
ND2011L009,사업지구,20.14,,,,,,,,,,,,,,,,Y
ND2011L009,진해구,,,183500,0.5,1.3,751.5,16.4,7.4,83.1,18.3,,,,,,,Y
YS2012K001,사업지구,46.2,4597.3,,,,,,,,,,,,,,,Y
YS2012K001,담양군,,,49500,,,,,,,,,,,,,,Y
ME2017A002,서울시강남구,,,713200,53.1,10,1879.4,,,,,,,,,,,Y
ME2017A002,사업지구,62.5,10902,,,,,,,,,,,,,,,Y
WJ2011Q001,사업지구,16,,,,,,,,,,,,,,,,Y
WJ2011Q001,양양군,,,44600,,,,,,,,,,,,,,Y
GG2011N004,사업지구,28,233.1,,,,,,,,,,,,,,,Y
GG2011N004,태안군,,,90700,,,,,,,,,,,,,,Y
ME2017B002,순천시,,,268700,5,0.7,763.9,15.7,11,53.8,12.3,835.2,2574,10379.7,222.9,,,Y
ME2017B002,사업지구,48.96,8940,,,,,,,,,,,,,,,Y
HG2012N005,사업지구,90.3,721.6,,,,,,,,,,,,,,,Y
HG2012N005,포천시,,,125200,,0.6,553.4,112.9,43,453.9,92.9,3233.7,327.3,1727.6,244.3,,,Y
DG2008L001,사업지구,73.1,7.8,,,,,,,,,,,,,,,Y
DG2008L001,봉화군,,,45300,,,543.6,81.6,3.2,1.1,,,,,,,,Y
WJ2011K002,사업지구,109.3,462.3,,,,,,,,,,,,,,,Y
WJ2011K002,원주시,,,355600,,27,1185.2,,,,,2088.9,1212.5,6106.1,324.8,,,Y
GG2010K001,사업지구,36.73,5198,,,,,,,,,,,,,,,Y
GG2010K001,당진군,,,154100,4.6,4.9,1871.3,,,,,,,,,,,Y
GG2011Q003,사업지구,10.5,,,,,,,,,,,,,,,,Y
GG2011Q003,진천군,,,82400,,,,,,,,,,,,,,Y
ND2011Q004,사업지구,,17.28,,,,,,,,,,,,,,,Y
ND2011Q004,합천군,,,35300,,,438.1,4,1,22.2,,286.9,184.5,7,78,,,Y
GG2012Q001,사업지구,,20.52,,,,,,,,,,,,,,,Y
GG2012Q001,아산시,,,299600,,,,,,,,,,,,,,Y
HG2011Z002,사업지구,102.9,19.2,,,,,,,,,,,,,,,Y
HG2011Z002,화성시,,,329800,18.5,39.5,2195.5,308.4,32.1,479,19.6,,,,,,,Y
GG2011Q001,사업지구,7.28,,,,,,,,,,,,,,,,Y
GG2011Q001,충청남도,,,2279400,18.2,81,9029.6,2969,513,9899,347,,,,,,,Y
YS2012N001,사업지구,81.34,2300,,,,,,,,,,,,,,,Y
YS2012N001,나주시,,,89000,0.6,13.3,756.8,6.8,11.9,63.9,5,,,,,,,Y
ME2009M004,사업지구,38.76,13762,,,,,,,,,,,,,,,Y
ME2009M004,인천광역시서구,,,245500,,0.4,283.4,,,,,,,,,,,Y
ME2012G004,사업지구,145,717.5,,,,,,,,,,,,,,,Y
ME2012G004,원주시,,,335200,,0.9,985.6,130,14.4,168.6,38.8,2215.6,1705.8,6845.3,81.5,,,Y
ME2012G004,횡성군,,,54100,,0.1,740.5,6.2,2.2,10.5,,195.8,49.9,82.5,,,,Y
ME2012G004,평창군,,,171900,,,316.4,13.7,0.2,32.6,,236.4,4.1,24.4,1.1,,,Y
ME2012G004,강릉시,,,336100,,,574.4,45,0.5,2814.6,33.5,455.2,1367.4,2515.3,61,,,Y
ND2013N001,사업지구,69.5,795.1,,,,,,,,,,,,,,,Y
ND2013N001,통영시,,,191000,1.3,0.2,395.4,,,,,519.6,1224.6,1978.5,66.9,,,Y
HG2013N004,사업지구,173.8,420,,,,,,,,,,,,,,,Y
HG2013N004,여주군,,,322700,,0.1,844.7,17.6,19.1,213.8,11,,,,,,,Y
ME2012G003,인천광역시부평구,64.5,1070,483500,22.8,1.4,1052.1,21.5,39.5,47.7,28.4,,,,,,,Y
ME2012G003,인천광역시서구,,2430,222300,31.8,39,3451.7,433.7,390.6,1020.7,85.9,,,,,,,Y
ME2012G005,안산시,,,436500,17.7,1.7,925,689.3,542,505.2,241.4,,,,,,,Y
ME2012G005,시흥시,,,303000,2.6,8.3,1036.2,397.1,232.3,162.3,38.6,,,,,,,Y
ME2012G005,광명시,,,271800,29.9,7.9,626.8,37.6,3.8,46,1.7,,,,,,,Y
ME2012G005,안양시,,,448100,26.8,0.8,861.8,73,24.3,147.2,187.1,,,,,,,Y
ME2012G005,경기도,11.52,2950,,,,,,,,,,,,,,,Y
ME2012G005,서울특별시,15.92,15450,10020400,784.3,104.1,24583.5,273.7,45.6,1227.6,708.1,,,,,,,Y
YS2013K001,사업지구,17.3,4985.8,,,,,,,,,,,,,,,Y
YS2013K001,담양군,,,37500,,,,,,,,,,,,,,Y
WJ2012Q003,사업지구,76,,,,,,,,,,,,,,,,Y
WJ2012Q003,원주시,,,346000,,2.1,1030.8,,,,,684205.4,545208.3,2086771,173216.7,,,Y
ND2012Q001,사업지구,20.9,,,,,,,,,,,,,,,,Y
ND2012Q001,의령군,,,488000,,,355,36.3,11.7,44.4,12.9,,,,,,,Y
GG2011C001,사업지구,5.1,4.08,,,,,,,,,,,,,,,Y
GG2011C001,아산시,,,282000,0.4,0.1,134.2,67.9,115.8,964.3,24.6,,,,,,,Y
DG2013N006,사업지구,10.08,649,,,,,,,,,,,,,,,Y
DG2013N006,고령군,,,19600,,,,,,,,,,,,,,Y
JJ2017B002,완주군,,,65100,0,3,903.9,11.8,12.6,248.9,0,9719.8,11898.3,25907.5,1474.7,,,Y
JJ2017B002,사업지구,50.9,366.2,,,,,,,,,,,,,,,Y
JJ2013N001,사업지구,51.2,412.9,,,,,,,,,,,,,,,Y
JJ2013N001,김제시,,,62300,0.7,0.8,735.3,,,,,,,,,,,Y
JJ2012Q001,사업지구,10.88,,,,,,,,,,,,,,,,Y
JJ2012Q001,정읍시,,,78300,,0.2,616.7,48,3.3,131.6,24.8,,,,,,,Y
ND2013K002,사업지구,14.24,1851,,,,,,,,,,,,,,,Y
ND2013K002,울산광역시,,,1091000,74.7,41.8,4475.5,829.6,284.1,4007.2,821.7,48953.6,89295.7,132015.8,10992.7,,,Y
ND2013K002,울주군,,,181100,15,14.8,1617.2,300.3,60.6,1176.1,319.2,36543,10846.4,37814.8,2042.7,,,Y
WJ2012N003,사업지구,87.45,810.66,,,,,,,,,,,,,,,Y
WJ2012N003,음성군,,,94900,,1.3,976.4,54.4,48.4,240.1,17.5,,,,,,,Y
GG2013K001,사업지구,43,10667.8,,,,,,,,,,,,,,,Y
GG2013K001,태안군,,,62800,,,,632.8,0.2,2928.4,,,,,,,,Y
YS2012Q002,사업지구,7.5,,,,,,,,,,,,,,,,Y
YS2012Q002,장성군,,,23700,,,,,,,,,,,,,,Y
GG2012K001,사업지구,293.88,7388.8,,,,,,,,,,,,,,,Y
GG2012K001,천안시,,,1036000,,20.8,10.8,9.4,,11.3,,3860.5,6973.5,101475.6,11133.4,,,Y
DG2013A003,사업지구,81.9,472,,,,,,,,,,,,,,,Y
DG2013A003,구미시,,,255200,,,,,,,,,,,,,,Y
YS2012Q006,사업지구,12.558,,,,,,,,,,,,,,,,Y
YS2012Q006,순천시,,,245600,1.1,1.3,790.2,54.8,,447.9,,,,,,,,Y
DG2012O003,사업지구,,1.68,,,,,,,,,,,,,,,Y
DG2012O003,고령군,,,19600,,,,,,,,,,,,,,Y
HG2013L001,사업지구,,,,,,,,,,,,,,,,,Y
HG2013L001,이천시,38.68,,248700,,,,100.3,19.8,441.8,52,3809.3,1234.7,19250.8,5543.6,,,Y
ME2012G001,사업지구,44,1780.9,,,,,,,,,,,,,,,Y
ME2012G001,충청남도홍성군,,,59600,,0.8,480.3,,,,,,,,,,,Y
ME2012G001,충청남도예산군,,,69700,,0.5,440.1,,,,,,,,,,,Y
ME2012G001,충청남도당진시,,,142500,1.8,19.6,1001.7,,,,,,,,,,,Y
ME2012G001,충청남도아산시,,,299600,2.3,19.9,1178.3,,,,,,,,,,,Y
ME2012G001,경기도평택시,,,332500,1.2,4.3,2140.2,,,,,,,,,,,Y
ME2012G001,경기도화성시,,,324100,17.2,21,3243.9,,,,,,,,,,,Y
HG2012N007,사업지구,70.95,680,,,,,,,,,,,,,,,Y
HG2012N007,연천군,,,59300,,0.6,489.7,16,13.1,89.7,3.2,,,,,,,Y
HG2010Q004,사업지구,107,,,,,,,,,,,,,,,,Y
HG2010Q004,화성시,,,301800,,,,,,,,,,,,,,Y
HG2013N002,사업지구,39.9,547.5,,,,,,,,,,,,,,,Y
HG2013N002,화성시,,,324100,17.2,21,3244,248.2,28.1,506.2,37.2,,,,,,,Y
ME2012G006,사업지구,252.7,1278,,,,,,,,,,,,,,,Y
ME2012G006,울산광역시울주군,,,1191300,9.3,16,1291.5,387.4,136.7,1225.3,401.5,,,,,,,Y
ME2012G006,울산광역시,,,220800,61.6,25.3,4428.5,943.4,444.1,4267,895.9,,,,,,,Y
ND2017O001,울산광역시,,,1551500,37.9,20.2,5174.4,1244.8,661.6,3323.1,126.5,151183.6,84693.3,209141.3,4556.3,,,Y
ND2017O001,울산광역시남구,,,494200,29.4,6.2,1655,571.2,181.8,1428.9,15.7,,,,,,,Y
ND2017O001,사업지구,19.35,25.8,,,,,,,,,,,,,,,Y
YS2012Q001,사업지구,4.54,,,,,,,,,,,,,,,,Y
YS2012Q001,여수시,,,359200,24.3,21.2,1716.5,683.9,80.2,1561.2,63.5,2801.3,40207.7,76185.7,418.9,,,Y
ME2013G003,사업지구,78.3,,,,,,,,,,,,,,,,Y
ME2013G003,횡성군,,,48600,,0.2,532.2,6.2,2.2,10.1,,148.3,51.3,117.4,,,,Y
ME2013G006,사업지구,68.63,59.3,,,,,,,,,,,,,,,Y
ME2013G006,용산구,,,203700,20.3,0.6,686.2,,,,,,,,,,,Y
ME2013G006,서초구,,,589100,29.7,15.7,833.2,,,,,,,,,,,Y
ME2013G006,강남구,,,990500,41.2,4.6,1510.4,82.7,,119.2,161.2,,,,,,,Y
ME2010J001,사업지구,17.04,,,,,,,,,,,,,,,,Y
ME2010J001,부안군,,,48800,,0.3,490.2,0.7,1.5,7.6,7.7,,,,,,,Y
ME2011G004,사업지구,58.1,,,,,,,,,,,,,,,,Y
ME2011G004,포항시,,,586300,75.3,21.7,2298.3,5128.7,101.1,16486.7,79.6,,,,,,,Y
ME2013G001,사업지구,280.5,,,,,,,,,,,,,,,,Y
ME2013G001,인천광역시중구,,,207700,52.5,8,982.3,15.6,36.3,181.8,76.1,265.1,1688.5,6897.6,145.9,,,Y
HG2013N003,사업지구,35,15.29,,,,,,,,,,,,,,,Y
HG2013N003,통영시,,,191000,1.3,0.2,395.4,19.6,14.5,270.2,1.6,,,,,,,Y
YS2013L001,사업지구,102.09,8180,,,,,,,,,,,,,,,Y
YS2013L001,고흥군,,,60200,,0.3,241,0.2,0.5,,1.3,215.1,,135.4,,,,Y
DG2012K002,사업지구,121.01,1405.3,,,,,,,,,,,,,,,Y
DG2012K002,영주시,,,170200,,0.2,321.4,,,,,,,,,,,Y
ME2012G008,사업지구,18,,,,,,,,,,,,,,,,Y
ME2012G008,평택시,,,395500,2.6,3.5,2053.7,116.2,127.1,733.6,137.6,,,,,,,Y
DG2013O001,사업지구,,20.2,,,,,,,,,,,,,,,Y
DG2013O001,경주시,,,120300,2.5,16.9,1329.5,,,,,,,,,,,Y
ND2010N001,사업지구,49.95,601.6,,,,,,,,,,,,,,,Y
ND2010N001,울산광역시,,,1280400,110.6,21.3,6547.1,1196.9,531.7,3494.5,766.6,960,11380.5,8976.7,7.6,,,Y
HG2013N005,사업지구,13.02,100.92,,,,,,,,,,,,,,,Y
HG2013N005,안성시,,,116400,,0.8,1200.2,,,,,814,2360,6066.7,143.1,,,Y
ND2013K001,사업지구,135.1,13612.3,,,,,,,,,,,,,,,Y
ND2013K001,창원시,,,1156000,1.5,6,3663.4,,,,,,,,,,,Y
WJ2013N001,사업지구,88.92,8458,,,,,,,,,,,,,,,Y
WJ2013N001,정선군,,,48500,0.1,,364.9,0.6,,2,,,,,,,,Y
WJ2012N001,사업지구,89.64,320,,,,,,,,,,,,,,,Y
WJ2012N001,충주시,,,227300,,1.1,1197.8,12.5,2.8,110,,,,,,,,Y
HG2013M001,사업지구,114.8,16379.9,,,,,,,,,,,,,,,Y
HG2013M001,평택시,,,395500,2.6,3.5,2053.7,10.7,125.1,705.7,132.4,4685.5,11987.7,31162.1,2625.7,,,Y
HG2014N001,사업지구,,234,,,,,,,,,,,,,,,Y
HG2014N001,안성시,,,293500,,0.2,960.5,30,34.9,203,6.1,,,,,,,Y
ME2013M001,사업지구,148,352000,,,,,,,,,,,,,,,Y
ME2013M001,부산광역시,,,81200,0.2,5.2,767.4,103.6,12.4,387.4,22.3,11700.8,6854.5,869266.1,1520.6,,,Y
JJ2014Q002,사업지구,12.73,,,,,,,,,,,,,,,,Y
JJ2014Q002,남원시,,,84500,,,,,,,,,,,,,,Y
DG2011M001,사업지구,28.8,481.5,,,,,,,,,,,,,,,Y
DG2011M001,군위군,,,17400,0.1,0.3,184.4,4.9,0.2,30.8,6,,,,,,,Y
ME2014G009,사업지구,36.72,614.368,,,,,,,,,,,,,,,Y
ME2014G009,강동구,,,258600,6.2,1.8,591.7,,,,,,,,,,,Y
ME2014G009,하남시,,,136000,3,41.6,1772.3,,,,,,,,,,,Y
ME2014G002,사업지구,147.9,,,,,,,,,,,,,,,,Y
ME2014G002,이천시,,,276900,2.7,2,1936.2,74.3,42.4,633,8.6,3809.3,1234.7,19250.8,5543.6,,,Y
ME2014G002,여주시,,,132100,,,721.7,25.8,6.7,194.7,6.5,774.7,320.6,720.3,53.3,,,Y
ME2014G002,음성군,,,93200,,12.3,837.8,72.4,59,297.9,,785.5,2686.2,15468.8,1574.7,,,Y
ME2014G002,충주시,,,253400,,0.9,1107.7,34.1,26.6,189.2,,1204.1,3825.6,8665.6,198.7,,,Y
JJ2016I002,김제시,,,70800,,0.2,652.3,1.7,85.3,139.8,,1125.4,477.3,573.2,55.3,,,Y
JJ2016I002,정읍시,,,83900,,0.6,579.8,51.4,18.2,250.4,5.3,1546,929.6,1546.2,450,,,Y
JJ2016I002,사업지구,37.4,,,,,,,,,,,,,,,,Y
DG2013N007,사업지구,11.52,489.7,,,,,,,,,,,,,,,Y
DG2013N007,군위군,,,17600,,,,,,,,,,,,,,Y
ND2014N001,사업지구,22.4,765.3,,,,,,,,,,,,,,,Y
ND2014N001,부산광역시,,,3189000,297,41.5,9245.7,,,,,,,,,,,Y
ND2014N001,기장군,,,92500,1.1,3.7,679.2,,,,,1305.5,2177.1,2725.9,59.4,,,Y
ND2017E001,창원시,,,,,,,2221.1,909.2,12226.2,96.1,,,,,,,Y
ND2017E001,사업지구,32.4,15.5,,,,,,,,,,,,,,,Y
ME2013G005,사업지구,50.57,268.3,,,,,,,,,,,,,,,Y
ME2013G005,부산광역시,,,3189000,297,41.4,9245.8,,,,,,,,,,,Y
ME2013G005,김해시,,,443600,1.4,11,1189.2,,,,,,,,,,,Y
ME2014G001,사업지구,78.3,,,,,,,,,,,,,,,,Y
ME2014G001,김포시,,,213000,31.4,26.3,2363.2,83.8,12.5,266.3,5.5,791.4,1826.5,10264.2,355.1,,,Y
ME2014G001,서울시강서구,,,429800,452.9,47,3254.9,295.5,108,25.3,266.8,152.8,1075.8,799,3.5,,,Y
HG2014M001,사업지구,55.33,27100,,,,,,,,,,,,,,,Y
HG2014M001,인천광역시,,,2070700,297.5,100.8,8328,2635.2,312,5822.6,189.9,,,,,,,Y
ME2014G003,사업지구,49,92.3,,,,,,,,,,,,,,,Y
ME2014G003,삼척시,,,104300,2.1,3.1,600.9,,,,,557.8,17.2,548.4,2.8,,,Y
ND2013L001,사업지구,11.33,,,,,,,,,,,,,,,,Y
ND2013L001,울산광역시,,,1191300,,,,,,,,,,,,,,Y
ND2013L001,울주군,,,220800,,,,387.4,136.7,1225.3,401.5,37491.2,11373.8,46817.5,2020.7,,,Y
ME2011G003,사업지구,82.8,0.234,,,,,,,,,,,,,,,Y
ME2011G003,울산광역시남구,,,384500,50,4.5,1276.7,438.8,71.4,2066.8,492.1,8017.8,58038.5,85267.3,9141.3,,,Y
ME2011G003,울산광역시울주군,,,220800,9.3,16,1291.5,387.4,136.7,1225.3,401.5,37491.2,11373.8,46817.5,2020.7,,,Y
GG2014O001,사업지구,14.82,13.7,,,,,,,,,,,,,,,Y
GG2014O001,논산시,,,174500,,,543.6,25.6,26.5,168.4,27.6,,,,,,,Y
ME2014G005,사업지구,111.2,12,,,,,,,,,,,,,,,Y
ME2014G005,세종시,,,74000,,14.5,847.9,,,,,,,,,,,Y
ME2014G005,청주시,,,229900,0.2,3.9,1040,,,,,,,,,,,Y
ME2013G002,사업지구,149.9,1610.9,,,,,,,,,,,,,,,Y
ME2013G002,동두천시,,,73000,,0.7,348.8,,,,,,,,,,,Y
ME2013G002,연천군,,,54000,,,721.7,,,,,,,,,,,Y
ND2013Q001,사업지구,139.92,,,,,,,,,,,,,,,,Y
ND2013Q001,김해시,,,448700,0.2,24.1,1375.5,55.6,55.8,296.3,60.6,2982.3,10472.8,27563.6,2854.2,,,Y
ND2014K001,사업지구,31.28,5210.16,,,,,,,,,,,,,,,Y
ND2014K001,통영시,,,190500,,,,,,,,,,,,,,Y
WJ2014N001,사업지구,51.48,14790,,,,,,,,,,,,,,,Y
WJ2014N001,충주시,,,209400,,,,48.3,10.7,165.1,0.1,1204.1,3825.6,8665.6,198.7,,,Y
ME2014G007,사업지구,54.4,23.6,,,,,,,,,,,,,,,Y
ME2014G007,영천시,,,59900,0.5,0.5,721.6,,,,,,,234.4,,,,Y
ME2014G007,경주시,,,277400,4.2,6.6,1646.3,,,,,,,1810.8,,,,Y
ND2014N002,사업지구,20.4,600,,,,,,,,,,,,,,,Y
ND2014N002,부산광역시,,,3189000,,,,,,,,,,,,,,Y
ND2014N002,기장군,,,92500,1.1,3.8,679.2,,,,,762.7,1422,2160.1,224.4,,,Y
GG2014O002,사업지구,37.8,6.51,,,,,,,,,,,,,,,Y
GG2014O002,아산시,,,271900,50.7,66.9,154.3,,,,,9610,8188.3,138148.6,19327,,,Y
ME2014G008,사업지구,95.9,1478.1,,,,,,,,,,,,,,,Y
ME2014G008,단양군,,,38900,,,261.2,,,,,,,,,,,Y
ME2014G008,영주시,,,181800,0.1,1,763.8,,,,,,,,,,,Y
ME2014G008,안동시,,,165900,0.1,1.8,1363.2,,,,,,,,,,,Y
HG2014N002,사업지구,,528,,,,,,,,,,,,,,,Y
HG2014N002,이천시,,,276900,2.7,2,1936.2,74.3,42.4,633,8.6,,,,,,,Y
GG2014N002,사업지구,101.6,57.6,,,,,,,,,,,,,,,Y
GG2014N002,진천군,,,88900,,0.05,517.4,107.5,20.2,134,6,639.7,7100.7,10206.6,135.7,,,Y
DG2014L001,사업지구,22.44,168.15,,,,,,,,,,,,,,,Y
DG2014L001,영양군,,,12600,,0.1,233.3,,,,,,,,,,,Y
DG2013K004,사업지구,96.02,136.08,,,,,,,,,,,,,,,Y
DG2013K004,안동시,,,163500,5.4,2.2,1213.3,,,,,,,,,,,Y
HG2013K002,사업지구,25.2,9781,,,,,,,,,,,,,,,Y
HG2013K002,인천광역시,,,2070700,297.5,100.8,8328,,,,,,,,,,,Y
HG2013K002,서구,,,219200,90.5,56,2197.7,,,,,,,,,,,Y
HG2014Z001,사업지구,99.23,1572.4,,,,,,,,,,,,,,,Y
HG2014Z001,이천시,,,276900,2.7,2,1936.2,74.3,42.4,633,8.6,,,,,,,Y
GG2014N003,사업지구,277.4,220,,,,,,,,,,,,,,,Y
GG2014N003,논산시,,,174600,,,799.8,24.9,25.9,171.5,24.7,,,,,,,Y
ME2014G006,사업지구,127.5,,,,,,,,,,,,,,,,Y
